CALCULATE_ANGLE_HOUR_HAND_MINUTE_HAND	0	0	0|1|2
CHECK_EXIST_TWO_ELEMENTS_ARRAY_WHOSE_SUM_EQUAL_SUM_REST_ARRAY	0	0	0|1|3
CHECK_REVERSING_SUB_ARRAY_MAKE_ARRAY_SORTED_1	0	0	0|2|5|6|8
CHOCOLATE_DISTRIBUTION_PROBLEM	0	0	40|41|74|75|91
COST_BALANCE_PARANTHESES	0	0	0|3|6|9|10|11|21|26|27|30|31|39|61|62|66|106|115|116|132|133|161|166|167|173|178|179|185
COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1	0	0	0|1|2|3|4|5|6|7|9|10|11|12|13|15|16|17|20|23|25|26
COUNT_INVERSIONS_OF_SIZE_THREE_IN_A_GIVE_ARRAY_1	0	1	0
COUNT_OF_PAIRS_SATISFYING_THE_GIVEN_CONDITION	0	1	2
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY	0	0	0|1|2|3|6|7|8|9|10|11|12|13|14|15|16|17|18|19|22|23|24|25|28|29|30|31|32|33|34|35|36|37|38|39|50|51|54|55|56|57|58|59|60|61|78|79|80|81|82|83|84|85|86|87|96|97|98|99|100|101|104|105|112|113|122|123|124|125|126|127|128|129|144|145|166|167|168|169|170|171|172|173|174|175|176|177|178|179|180|181|182|183|194|195|196|197|198|199|200|201|202|203|204|205|206|207|210|211|212|213|226|227|228|229|230|231|232|233|234|235|236|237|250|251|252|253|254|255|256|257|258|259|260|261|262|263|264|265|266|267|268|269|276|277|278|279|280|281|282|283|284|285|286|287|288|289|290|291|302|303|312|313|314|315|316|317|318|319|320|321|328|329|330|331|336|337|338|339|340|341|342|343|344|345|368|369|370|371|376|377|396|397|398|399|400|401|402|403|404|405|406|407|452|453|454|455|456|457|476|477|478|479|484|485|504|505|506|507|508|509|526|527|542|543|544|545|546|547|548|549|550|551|552|553|562|563|564|565|566|567|568|569|570|571|572|573|582|583|590|591|592|593|594|595|596|597|602|603|604|605|606|607|608|609|626|627|628|629
COUNT_PALINDROME_SUB_STRINGS_STRING	0	0	500|503|511|525|566|580
DIVISIBILITY_9_USING_BITWISE_OPERATORS	0	1	8
DOUBLE_FACTORIAL_1	0	0	0|1|4|5|16|17|18|19|20|21|28|29|30|31|32|33|56|57|62|63|64|65|74|75|84|85|86|87|94|95|96|97|110|111|112|113|114|115|116|117|122|123|124|125|136|137|138|139|140|141|142|143|144|145|146|147|148|149|150|151|162|163|164|165|166|167|174|175|176|177|194|195|200|201|202|203|214|215|216|217|224|225|226|227|228|229|230|231|232|233|248|249|250|251|254|255|276|277|278|279|296|297|298|299|300|301|302|303|304|305|306|307|308|309|310|311|410|411|412|413|434|435|436|437|524|525|526|527
DYCK_PATH	0	0	0|2|4|7|8|9|14|19|21|23|24|25|26|31|36|41|43|45|48|50|51|54|60|61
ELEMENTS_TO_BE_ADDED_SO_THAT_ALL_ELEMENTS_OF_A_RANGE_ARE_PRESENT_IN_ARRAY	0	1	7
FIND_MAXIMUM_PRODUCT_OF_A_TRIPLET_IN_ARRAY	0	1	868
FIND_PAIR_WITH_GREATEST_PRODUCT_IN_ARRAY	0	1	3
FIND_POSITION_GIVEN_NUMBER_AMONG_NUMBERS_MADE_4_7	0	1	0
FIND_THE_MISSING_NUMBER_1	0	0	0|2|4|6|8|9|12|13|14|15|16|17|19|20|21|22|23|24|25|28|29|31|33|35|36|38|39|40|41|42|43|45|46|47|48|49|50|51|52|53|54|55
FIND_THE_MISSING_NUMBER_2	0	1	1
FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K_1	0	0	0|1|2|7|8|11|13|14|16|18|21|28|32|33|35|37|39|40|48|49|52|56|57|58|63|64|67|69|70|72|74|77|84|88|89|91|93|95|96|104|105|108
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1	0	0	0|1
FRIENDS_PAIRING_PROBLEM_2	0	0	0|2|4|5|6|7|8|12
INTEGER_POSITIVE_VALUE_POSITIVE_NEGATIVE_VALUE_ARRAY_1	0	0	0|1|2|4|5|7|8|9|10|11|12|13|17|23|25|27|28|29|30|31|32|33|34|35|41|42|48|49|50|51|53|54|58|59|62|63|66|67|70|71|72|73|76|77|78|79|84|85|96|97|98|99
K_TH_DISTINCT_OR_NON_REPEATING_ELEMENT_IN_AN_ARRAY	0	1	0
K_TH_DISTINCT_OR_NON_REPEATING_ELEMENT_IN_AN_ARRAY_1	0	0	0|1|4|6|7|9|10|12|13|14|15|17|18|19|20|30|31|32|36|37|38|39|50|51|56|57|58|62|63|70|71|77|78
MAXIMUM_LENGTH_SUBSEQUENCE_DIFFERENCE_ADJACENT_ELEMENTS_EITHER_0_1	0	0	0|1|3|4|5|9|11|12|13|17|18|19|20|22|23|24|32|33|34|35|36|37|38|39|41|49|51|52
MAXIMUM_POSSIBLE_DIFFERENCE_TWO_SUBSETS_ARRAY	0	0	0|5|8
MAXIMUM_PRODUCT_SUBSET_ARRAY	0	0	0|3|5|8|9|11|13|16|17|21|22|23|24|27|28|46|47|48|49|52|53|54|55|56|57|60|61|75|76|78|79|80|81
MAXIMUM_SUM_IARRI_AMONG_ROTATIONS_GIVEN_ARRAY_1	0	1	0
MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS_2	0	0	0|1|2
MINIMIZE_THE_MAXIMUM_DIFFERENCE_BETWEEN_THE_HEIGHTS	0	0	0
MINIMUM_NUMBER_PLATFORMS_REQUIRED_RAILWAYBUS_STATION	0	0	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|27|28|30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48
MINIMUM_PRODUCT_SUBSET_ARRAY	0	0	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|27|28|30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK	0	1	0
MODULAR_EXPONENTIATION_POWER_IN_MODULAR_ARITHMETIC	0	1	0
NON_REPEATING_ELEMENT	0	1	0
NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE	0	0	0|1
PROGRAM_BINARY_DECIMAL_CONVERSION_1	0	0	0|1|2|3|4|5|6|7|8|9|14|16|17|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34
PROGRAM_TO_CHECK_IF_A_GIVEN_NUMBER_IS_LUCKY_ALL_DIGITS_ARE_DIFFERENT	0	0	2
PROGRAM_TO_FIND_REMAINDER_WITHOUT_USING_MODULO_OR_OPERATOR_1	0	0	0|1|2
SEARCHING_ARRAY_ADJACENT_DIFFER_K	0	1	0
SEARCH_AN_ELEMENT_IN_AN_ARRAY_WHERE_DIFFERENCE_BETWEEN_ADJACENT_ELEMENTS_IS_1	0	1	0
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING	0	0	0|1|2|3|4|5|6|7|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1	0	0	0|1|6|7|9|12|14|20|21|22|32|34|35|39|44|47|50|53
WAYS_REMOVE_ONE_ELEMENT_BINARY_STRING_XOR_BECOMES_ZERO	0	0	0|4|6|14|15|16|17|18|19|20|30|35|36|38|40|41|47|48|49|50|58|59|74|82|83|84|85|86|87|88|93|94|98|99|100|101|102|111|112|115|141|142|143|144|145|146|149|150|154|155|156|157|160|161|162|163|164|165|166|167|168|169|184|185|196|197|208|209|210|211|212|213|218|219|220|221|228|229|230|231
WRITE_YOU_OWN_POWER_WITHOUT_USING_MULTIPLICATION_AND_DIVISION	0	0	0|1|4|5|9|10|12
