0;0
1;1
1;2
1;3
1;4
1;5
2;1
2;2
2;3
2;4
2;5
3;1
3;2
3;3
3;4
3;5
4;1
4;2
4;3
4;4
4;5
5;1
5;2
5;3
5;4
5;5
6;6
6;7
6;8
7;6
7;7
7;8
8;6
8;7
8;8
9;9
9;10
9;11
9;12
10;9
10;10
10;11
10;12
11;13
11;14
11;15
12;13
12;14
12;15
13;9
13;10
13;11
13;12
14;6
14;7
14;8
15;17
16;18
16;19
16;20
17;18
17;19
17;20
18;19
18;20
18;21
18;22
18;23
18;24
18;25
19;21
19;22
19;23
20;22
21;21
21;22
21;23
22;24
23;19
23;20
23;21
23;22
23;23
23;24
23;25
24;26
24;27
24;28
24;29
24;30
24;31
25;27
25;28
25;29
25;30
26;27
26;28
26;29
26;30
27;27
27;28
27;29
27;30
28;27
28;28
28;29
28;30
29;26
29;27
29;28
29;29
29;30
29;31
30;32
30;33
30;34
30;35
30;36
30;37
30;38
30;39
30;40
30;41
30;42
30;43
30;44
31;33
31;34
31;35
32;33
32;34
32;35
33;33
33;34
33;35
34;36
34;37
34;38
34;39
34;40
34;41
34;42
35;37
35;38
35;39
35;40
36;37
36;38
36;39
36;40
37;37
37;38
37;39
37;40
38;37
38;38
38;39
38;40
39;36
39;37
39;38
39;39
39;40
39;41
39;42
40;36
40;37
40;38
40;39
40;40
40;41
40;42
41;33
41;34
41;35
42;32
42;33
42;34
42;35
42;36
42;37
42;38
42;39
42;40
42;41
42;42
42;43
42;44
43;45
43;46
44;0
