0;0
1;1
1;2
1;3
1;4
1;5
1;6
2;1
2;2
2;3
2;4
2;5
2;6
3;1
3;2
3;3
3;4
3;5
3;6
4;1
4;2
4;3
4;4
4;5
4;6
5;1
5;2
5;3
5;4
5;5
5;6
6;1
6;2
6;3
6;4
6;5
6;6
7;7
7;8
7;9
8;8
9;9
10;8
11;10
11;11
11;12
11;13
12;10
12;11
12;12
12;13
13;14
14;15
14;16
14;17
15;16
16;17
16;18
16;19
16;20
17;18
18;19
19;17
19;18
19;19
19;20
20;20
21;22
21;23
21;24
21;25
21;26
21;27
21;28
21;29
21;30
21;31
21;32
22;22
23;22
23;23
23;24
23;25
23;26
23;27
23;28
23;29
23;30
23;31
23;32
24;24
24;25
24;26
25;25
25;28
25;29
25;30
26;26
27;25
27;28
27;29
27;30
28;31
